1.757361111111111276e-02	0.000000000000000000e+00	9.680430707573450810e-02
3.361611111111111050e-02	5.000000000000000278e-02	1.276520004730873348e-01
4.619055555555555415e-02	1.000000000000000056e-01	1.458920174023906613e-01
4.927833333333332677e-02	1.500000000000000222e-01	1.498869229081485344e-01
1.167030555555555460e-01	2.000000000000000111e-01	2.133081070911857502e-01
1.892250000000000043e-01	2.500000000000000000e-01	2.581446053693136067e-01
2.444905555555555721e-01	3.000000000000000444e-01	2.848982968943822858e-01
2.733761111111110975e-01	3.500000000000000333e-01	2.972259996440863583e-01
3.579555555555555824e-01	4.000000000000000222e-01	3.286753238648238984e-01
9.191424999999999734e-01	4.500000000000000111e-01	4.570461679698929469e-01
1.083529722222222214e+00	5.000000000000000000e-01	4.820947365043930510e-01
1.842997777777777957e+00	5.500000000000000444e-01	5.669210724804447654e-01
2.109960277777777726e+00	6.000000000000000888e-01	5.892162296966696466e-01
2.699910000000000032e+00	6.500000000000000222e-01	6.301845065594603446e-01
3.015693333333333115e+00	7.000000000000000666e-01	6.486014162494531110e-01
7.987561666666667115e+00	7.500000000000000000e-01	8.031828455655002363e-01
1.086788499999999935e+01	8.000000000000000444e-01	8.456669517074654197e-01
2.306087277777777800e+01	8.500000000000000888e-01	9.276998669258365027e-01
2.404662194444444623e+01	9.000000000000000222e-01	9.312435513038348489e-01
2.414860694444444533e+01	9.500000000000000666e-01	9.315956786314716354e-01
2.428264361111111214e+01	1.000000000000000000e+00	9.320545068265193578e-01
