0.000000000000000000e+00	2.009201342491420596e-03
2.613118236166050903e-03	4.150388010672939609e-03
5.226236472332101805e-03	6.284261740509207092e-03
7.839354708498152274e-03	8.410847524666064876e-03
1.045247294466420361e-02	1.053017027040310805e-02
1.306559118083025495e-02	1.264225479986557342e-02
1.567870941699630455e-02	1.474712585037498552e-02
1.829182765316235762e-02	1.684480807471928215e-02
2.090494588932840722e-02	1.893532604144137696e-02
2.351806412549445682e-02	2.101870423512755548e-02
2.613118236166050989e-02	2.309496705669374095e-02
2.874430059782655950e-02	2.516413882367187632e-02
3.135741883399260910e-02	2.722624377049485608e-02
3.397053707015865870e-02	2.928130604878021945e-02
3.658365530632471524e-02	3.132934972761339254e-02
3.919677354249076484e-02	3.337039879382964341e-02
4.180989177865681444e-02	3.540447715229525644e-02
4.442301001482286404e-02	3.743160862618739176e-02
4.703612825098891365e-02	3.945181695727366378e-02
4.964924648715497019e-02	4.146512580618974542e-02
5.226236472332101979e-02	4.347155875271732639e-02
5.487548295948706939e-02	4.547113929605976768e-02
5.748860119565311899e-02	4.746389085511791561e-02
6.010171943181916859e-02	4.944983676876433393e-02
6.271483766798521819e-02	5.142900029611665452e-02
6.532795590415127474e-02	5.340140461681057438e-02
6.794107414031731740e-02	5.536707283127084017e-02
7.055419237648337394e-02	5.732602796098251741e-02
7.316731061264943048e-02	5.927829294876034438e-02
7.578042884881547314e-02	6.122389065901782251e-02
7.839354708498152968e-02	6.316284387803497435e-02
8.100666532114757235e-02	6.509517531422551184e-02
8.361978355731362889e-02	6.702090759840276246e-02
8.623290179347968543e-02	6.894006328404492234e-02
8.884602002964572809e-02	7.085266484755937955e-02
9.145913826581178463e-02	7.275873468854605897e-02
9.407225650197782729e-02	7.465829513005989293e-02
9.668537473814388383e-02	7.655136841887226484e-02
9.929849297430994037e-02	7.843797672573205038e-02
1.019116112104759830e-01	8.031814214562492393e-02
1.045247294466420396e-01	8.219188669803272063e-02
1.071378476828080822e-01	8.405923232719123006e-02
1.097509659189741388e-01	8.592020090234733787e-02
1.123640841551401953e-01	8.777481421801518191e-02
1.149772023913062380e-01	8.962309399423182277e-02
1.175903206274722945e-01	9.146506187681172073e-02
1.202034388636383372e-01	9.330073943759982502e-02
1.228165570998043937e-01	9.513014817472532914e-02
1.254296753359704364e-01	9.695330951285255350e-02
1.280427935721364929e-01	9.877024480343274404e-02
1.306559118083025495e-01	1.005809753249539001e-01
1.332690300444686060e-01	1.023855222831903666e-01
1.358821482806346348e-01	1.041839068114507882e-01
1.384952665168006913e-01	1.059761499708265914e-01
1.411083847529667479e-01	1.077622727504379263e-01
1.437215029891328044e-01	1.095422960676802476e-01
1.463346212252988610e-01	1.113162407684689381e-01
1.489477394614648897e-01	1.130841276274838908e-01
1.515608576976309463e-01	1.148459773484130225e-01
1.541739759337970028e-01	1.166018105641944413e-01
1.567870941699630594e-01	1.183516478372586000e-01
1.594002124061291159e-01	1.200955096597691452e-01
1.620133306422951447e-01	1.218334164538629749e-01
1.646264488784612012e-01	1.235653885718897282e-01
1.672395671146272578e-01	1.252914462966499276e-01
1.698526853507933143e-01	1.270116098416329553e-01
1.724658035869593709e-01	1.287258993512537808e-01
1.750789218231253996e-01	1.304343349010891606e-01
1.776920400592914562e-01	1.321369364981125061e-01
1.803051582954575127e-01	1.338337240809288065e-01
1.829182765316235693e-01	1.355247175200080256e-01
1.855313947677896258e-01	1.372099366179176938e-01
1.881445130039556546e-01	1.388894011095555270e-01
1.907576312401217111e-01	1.405631306623801313e-01
1.933707494762877677e-01	1.422311448766417630e-01
1.959838677124538242e-01	1.438934632856119500e-01
1.985969859486198807e-01	1.455501053558121705e-01
2.012101041847859095e-01	1.472010904872425030e-01
2.038232224209519661e-01	1.488464380136081955e-01
2.064363406571180226e-01	1.504861672025468722e-01
2.090494588932840792e-01	1.521202972558539090e-01
2.116625771294501357e-01	1.537488473097075592e-01
2.142756953656161645e-01	1.553718364348933012e-01
2.168888136017822210e-01	1.569892836370271605e-01
2.195019318379482776e-01	1.586012078567783090e-01
2.221150500741143341e-01	1.602076279700913597e-01
2.247281683102803906e-01	1.618085627884072453e-01
2.273412865464464194e-01	1.634040310588838196e-01
2.299544047826124760e-01	1.649940514646153489e-01
2.325675230187785325e-01	1.665786426248516694e-01
2.351806412549445890e-01	1.681578230952161246e-01
2.377937594911106456e-01	1.697316113679230853e-01
2.404068777272766744e-01	1.713000258719948321e-01
2.430199959634427309e-01	1.728630849734772990e-01
2.456331141996087875e-01	1.744208069756552071e-01
2.482462324357748440e-01	1.759732101192666986e-01
2.508593506719408728e-01	1.775203125827171657e-01
2.534724689081069293e-01	1.790621324822918858e-01
2.560855871442729859e-01	1.805986878723687961e-01
2.586987053804390424e-01	1.821299967456295188e-01
2.613118236166050989e-01	1.836560770332708314e-01
2.639249418527711555e-01	1.851769466052140822e-01
2.665380600889372120e-01	1.866926232703151889e-01
2.691511783251032686e-01	1.882031247765728332e-01
2.717642965612692696e-01	1.897084688113368778e-01
2.743774147974353261e-01	1.912086730015152836e-01
2.769905330336013827e-01	1.927037549137807781e-01
2.796036512697674392e-01	1.941937320547768020e-01
2.822167695059334958e-01	1.956786218713223169e-01
2.848298877420995523e-01	1.971584417506166698e-01
2.874430059782656088e-01	1.986332090204430412e-01
2.900561242144316654e-01	2.001029409493716438e-01
2.926692424505977219e-01	2.015676547469619218e-01
2.952823606867637785e-01	2.030273675639643338e-01
2.978954789229297795e-01	2.044820964925213314e-01
3.005085971590958360e-01	2.059318585663674483e-01
3.031217153952618926e-01	2.073766707610292803e-01
3.057348336314279491e-01	2.088165499940238534e-01
3.083479518675940056e-01	2.102515131250574654e-01
3.109610701037600622e-01	2.116815769562227223e-01
3.135741883399261187e-01	2.131067582321957421e-01
3.161873065760921753e-01	2.145270736404321921e-01
3.188004248122582318e-01	2.159425398113630767e-01
3.214135430484242884e-01	2.173531733185892767e-01
3.240266612845902894e-01	2.187589906790758376e-01
3.266397795207563459e-01	2.201600083533458985e-01
3.292528977569224025e-01	2.215562427456730377e-01
3.318660159930884590e-01	2.229477102042737302e-01
3.344791342292545155e-01	2.243344270214988334e-01
3.370922524654205721e-01	2.257164094340248783e-01
3.397053707015866286e-01	2.270936736230435293e-01
3.423184889377526852e-01	2.284662357144521538e-01
3.449316071739187417e-01	2.298341117790419774e-01
3.475447254100847427e-01	2.311973178326868772e-01
3.501578436462507993e-01	2.325558698365308707e-01
3.527709618824168558e-01	2.339097836971751887e-01
3.553840801185829124e-01	2.352590752668644314e-01
3.579971983547489689e-01	2.366037603436729475e-01
3.606103165909150254e-01	2.379438546716892700e-01
3.632234348270810820e-01	2.392793739412009402e-01
3.658365530632471385e-01	2.406103337888782778e-01
3.684496712994131951e-01	2.419367497979574844e-01
3.710627895355792516e-01	2.432586374984237465e-01
3.736759077717452526e-01	2.445760123671926189e-01
3.762890260079113092e-01	2.458888898282915458e-01
3.789021442440773657e-01	2.471972852530408271e-01
3.815152624802434222e-01	2.485012139602334746e-01
3.841283807164094788e-01	2.498006912163148185e-01
3.867414989525755353e-01	2.510957322355614196e-01
3.893546171887415919e-01	2.523863521802593990e-01
3.919677354249076484e-01	2.536725661608817961e-01
3.945808536610737050e-01	2.549543892362659547e-01
3.971939718972397615e-01	2.562318364137901039e-01
3.998070901334057625e-01	2.575049226495486066e-01
4.024202083695718191e-01	2.587736628485278190e-01
4.050333266057378756e-01	2.600380718647805622e-01
4.076464448419039321e-01	2.612981645015999277e-01
4.102595630780699887e-01	2.625539555116931933e-01
4.128726813142360452e-01	2.638054595973541305e-01
4.154857995504021018e-01	2.650526914106358101e-01
4.180989177865681583e-01	2.662956655535220762e-01
4.207120360227342148e-01	2.675343965780985211e-01
4.233251542589002714e-01	2.687688989867232370e-01
4.259382724950662724e-01	2.699991872321966246e-01
4.285513907312323290e-01	2.712252757179307028e-01
