1.847083333333333563e-02	0.000000000000000000e+00	4.981917842700784790e-03
3.399361111111110639e-02	1.515151515151515194e-02	9.138705404571253674e-03
7.565111111111111342e-02	3.030303030303030387e-02	2.016008667456716669e-02
9.530694444444444413e-02	4.545454545454545581e-02	2.529342647521625603e-02
9.830555555555554881e-02	6.060606060606060774e-02	2.607280296895049879e-02
1.373052777777777622e-01	7.575757575757575968e-02	3.611982134770128083e-02
1.497344444444444478e-01	9.090909090909091161e-02	3.928713428830309107e-02
2.636027777777777970e-01	1.060606060606060635e-01	6.754221187453496311e-02
3.530699999999999950e-01	1.212121212121212155e-01	8.880747615870601686e-02
3.532491666666666141e-01	1.363636363636363535e-01	8.884925983466857025e-02
3.981097222222221843e-01	1.515151515151515194e-01	9.921224693180177856e-02
4.588327777777777561e-01	1.666666666666666852e-01	1.129300466749467297e-01
4.623747222222222009e-01	1.818181818181818232e-01	1.137193787710818194e-01
5.470724999999999616e-01	1.969696969696969613e-01	1.322466246686048730e-01
7.280613888888889385e-01	2.121212121212121271e-01	1.696816113783874425e-01
8.546488888888889024e-01	2.272727272727272929e-01	1.942128913753607689e-01
8.972736111111111468e-01	2.424242424242424310e-01	2.021819604756049382e-01
9.191424999999999734e-01	2.575757575757575690e-01	2.062151301411680737e-01
1.044755277777777769e+00	2.727272727272727071e-01	2.286726117374770217e-01
1.580300555555555597e+00	2.878787878787879007e-01	3.120966476463346018e-01
1.742403611111111195e+00	3.030303030303030387e-01	3.338428900863317228e-01
1.960328611111111119e+00	3.181818181818181768e-01	3.608248700582592505e-01
2.234025277777777596e+00	3.333333333333333703e-01	3.913729090446541048e-01
2.430782499999999846e+00	3.484848484848485084e-01	4.112489299748144922e-01
2.536341666666666494e+00	3.636363636363636465e-01	4.212499949966100332e-01
2.641268333333333551e+00	3.787878787878787845e-01	4.307584189065415403e-01
2.651339722222222139e+00	3.939393939393939226e-01	4.316490900696519084e-01
2.699910000000000032e+00	4.090909090909091161e-01	4.358915849697639344e-01
2.753775555555555865e+00	4.242424242424242542e-01	4.404958232138601049e-01
2.979945277777777957e+00	4.393939393939393923e-01	4.587231864949822824e-01
2.988395555555555472e+00	4.545454545454545858e-01	4.593710027636492277e-01
3.036401666666666888e+00	4.696969696969697239e-01	4.630076458850084786e-01
3.057860000000000245e+00	4.848484848484848619e-01	4.646094736666643854e-01
3.078121944444444313e+00	5.000000000000000000e-01	4.661087095151362214e-01
3.336575555555555628e+00	5.151515151515151381e-01	4.841469443173051501e-01
3.778121111111111485e+00	5.303030303030302761e-01	5.107496756233931290e-01
4.059638888888889241e+00	5.454545454545454142e-01	5.252938559368206528e-01
4.922063055555555344e+00	5.606060606060606633e-01	5.604509472043809337e-01
1.131447861111111131e+01	5.757575757575758013e-01	6.349908151510395005e-01
1.175567555555555543e+01	5.909090909090909394e-01	6.359018306411161614e-01
1.193428055555555645e+01	6.060606060606060774e-01	6.362249416454662798e-01
1.363514361111111128e+01	6.212121212121212155e-01	6.383374665091141598e-01
1.365144305555555526e+01	6.363636363636363535e-01	6.383512519674228169e-01
1.390651055555555615e+01	6.515151515151514916e-01	6.385550668817744357e-01
1.402051055555555692e+01	6.666666666666667407e-01	6.386393031564934208e-01
1.418118305555555558e+01	6.818181818181818787e-01	6.387513569022196247e-01
1.525172722222222177e+01	6.969696969696970168e-01	6.393325940516828565e-01
1.576303249999999956e+01	7.121212121212121549e-01	6.395312574549085749e-01
2.404378833333333532e+01	7.272727272727272929e-01	8.267947890297323577e-01
2.404559500000000227e+01	7.424242424242424310e-01	8.272374195238590966e-01
2.404959333333333049e+01	7.575757575757575690e-01	8.282207436812261125e-01
2.405199416666666679e+01	7.727272727272727071e-01	8.288136727151227401e-01
2.405310166666666660e+01	7.878787878787878451e-01	8.290878199858018327e-01
2.405776333333333383e+01	8.030303030303030942e-01	8.302461327810490843e-01
2.405782194444444499e+01	8.181818181818182323e-01	8.302607413899798505e-01
2.406077694444444504e+01	8.333333333333333703e-01	8.309987226501799329e-01
2.406531722222222314e+01	8.484848484848485084e-01	8.321382015093019557e-01
2.406664305555555217e+01	8.636363636363636465e-01	8.324722300877468451e-01
2.406680444444444333e+01	8.787878787878787845e-01	8.325129298641894549e-01
2.406830055555555603e+01	8.939393939393939226e-01	8.328906364705286336e-01
2.425564444444444590e+01	9.090909090909091717e-01	8.865603974638770479e-01
2.425790916666666774e+01	9.242424242424243097e-01	8.872932861748246136e-01
2.426230138888888987e+01	9.393939393939394478e-01	8.887208798972802137e-01
2.426323361111111154e+01	9.545454545454545858e-01	8.890249378171171113e-01
2.426829277777778060e+01	9.696969696969697239e-01	8.906815611719585135e-01
2.445688249999999897e+01	9.848484848484848619e-01	9.609802261572313320e-01
2.467137777777777785e+01	1.000000000000000000e+00	1.065218186427129288e+00
