7.766666666666666077e-04	0.000000000000000000e+00	8.845997107320705682e-03
8.344444444444444045e-04	1.388888888888888812e-02	9.419152088369228681e-03
8.733333333333333833e-04	2.777777777777777624e-02	9.804743066760327613e-03
9.319444444444444434e-04	4.166666666666666435e-02	1.038560052969894100e-02
9.749999999999999552e-04	5.555555555555555247e-02	1.081207992358650810e-02
1.266111111111111083e-03	6.944444444444444753e-02	1.369081811611230944e-02
2.265555555555555812e-03	8.333333333333332871e-02	2.351058908744277018e-02
3.301388888888888862e-03	9.722222222222220989e-02	3.358485175161647629e-02
5.467777777777778001e-03	1.111111111111111049e-01	5.432027878734168452e-02
6.144722222222221558e-03	1.250000000000000000e-01	6.070802799458396154e-02
7.197777777777777768e-03	1.388888888888888951e-01	7.055926420742983374e-02
8.059166666666667603e-03	1.527777777777777624e-01	7.854069934140110731e-02
8.173333333333332798e-03	1.666666666666666574e-01	7.959339149285948878e-02
8.267777777777778406e-03	1.805555555555555525e-01	8.046332386170573781e-02
8.340277777777778054e-03	1.944444444444444198e-01	8.113056769378115818e-02
8.678888888888888764e-03	2.083333333333333148e-01	8.424053103449317959e-02
8.978888888888888684e-03	2.222222222222222099e-01	8.698708782183921240e-02
9.074166666666667880e-03	2.361111111111111049e-01	8.785765138771881033e-02
9.374166666666666065e-03	2.500000000000000000e-01	9.059337334320033408e-02
9.418333333333332377e-03	2.638888888888888951e-01	9.099543979335190935e-02
9.589166666666667713e-03	2.777777777777777901e-01	9.254893179417178484e-02
9.889166666666665897e-03	2.916666666666666297e-01	9.527060134785012013e-02
1.008583333333333207e-02	3.055555555555555247e-01	9.705038139392918595e-02
1.011388888888888754e-02	3.194444444444444198e-01	9.730399141787011985e-02
1.027222222222222078e-02	3.333333333333333148e-01	9.873392284988843914e-02
1.038583333333333372e-02	3.472222222222222099e-01	9.975856717242286009e-02
1.042249999999999947e-02	3.611111111111111049e-01	1.000890108329347272e-01
1.059805555555555501e-02	3.750000000000000000e-01	1.016694573428302550e-01
1.066055555555555506e-02	3.888888888888888395e-01	1.022314469378030749e-01
1.067527777777777659e-02	4.027777777777777346e-01	1.023637756048838138e-01
1.075722222222222184e-02	4.166666666666666297e-01	1.030999660769155030e-01
1.078499999999999945e-02	4.305555555555555247e-01	1.033493852947111324e-01
1.090888888888888811e-02	4.444444444444444198e-01	1.044609518372994900e-01
1.105638888888888817e-02	4.583333333333333148e-01	1.057825695230931728e-01
1.122583333333333246e-02	4.722222222222222099e-01	1.072984080798233542e-01
1.124472222222222192e-02	4.861111111111111049e-01	1.074672277415317789e-01
1.127611111111111175e-02	5.000000000000000000e-01	1.077476957841296545e-01
1.146166666666666688e-02	5.138888888888888395e-01	1.094038866539270571e-01
1.155166666666666668e-02	5.277777777777777901e-01	1.102060827426578626e-01
1.158000000000000002e-02	5.416666666666666297e-01	1.104584765746980807e-01
1.177361111111110969e-02	5.555555555555555802e-01	1.121812552057560586e-01
1.194111111111111068e-02	5.694444444444444198e-01	1.136690049024889487e-01
1.201444444444444565e-02	5.833333333333332593e-01	1.143195740964455392e-01
1.213527777777777782e-02	5.972222222222222099e-01	1.153904945777946139e-01
1.280638888888888972e-02	6.111111111111110494e-01	1.213149173782947232e-01
1.317888888888888929e-02	6.250000000000000000e-01	1.245861483869586256e-01
1.357388888888888881e-02	6.388888888888888395e-01	1.280416850262826867e-01
1.368638888888888856e-02	6.527777777777777901e-01	1.290233621620228144e-01
1.368861111111111147e-02	6.666666666666666297e-01	1.290427421947974995e-01
1.391583333333333387e-02	6.805555555555554692e-01	1.310220789892581894e-01
1.394388888888888935e-02	6.944444444444444198e-01	1.312661596452627255e-01
1.409249999999999912e-02	7.083333333333332593e-01	1.325579207148467886e-01
1.451694444444444516e-02	7.222222222222222099e-01	1.362367336793732508e-01
1.564916666666666886e-02	7.361111111111110494e-01	1.459740740971154083e-01
1.586222222222222200e-02	7.500000000000000000e-01	1.477941024269603110e-01
2.986833333333333354e-02	7.638888888888888395e-01	2.593216130463770197e-01
3.041416666666666574e-02	7.777777777777776791e-01	2.633596650717928700e-01
1.473527777777777770e-01	7.916666666666666297e-01	7.720266289205631738e-01
2.768186111111111125e-01	8.055555555555554692e-01	9.383966144348216964e-01
3.301502777777777786e-01	8.194444444444444198e-01	9.643571743852393796e-01
5.155141666666667177e-01	8.333333333333332593e-01	9.954600476317901903e-01
6.780888888888888522e-01	8.472222222222222099e-01	1.000135086058000278e+00
9.699066666666666947e-01	8.611111111111110494e-01	1.001285359202525038e+00
1.003219166666666551e+00	8.750000000000000000e-01	1.001311740562267127e+00
1.601669444444444590e+00	8.888888888888888395e-01	1.001527965673994380e+00
1.621105277777777909e+00	9.027777777777776791e-01	1.001533936669912084e+00
2.468270555555555301e+00	9.166666666666666297e-01	1.001817259990591680e+00
2.744834166666666686e+00	9.305555555555554692e-01	1.001920609530411399e+00
9.807664722222222409e+00	9.444444444444444198e-01	1.007886943851650674e+00
1.198939944444444450e+01	9.583333333333332593e-01	1.012201460530701036e+00
1.213408527777777834e+01	9.722222222222222099e-01	1.012559694366873542e+00
2.044742361111111251e+01	9.861111111111110494e-01	1.066231785700383128e+00
2.246379666666666708e+01	1.000000000000000000e+00	1.099130295939171109e+00
